tag	evidence_count	evidence_files
discord-api-client-wrapper	1	docs/backend-trace/files/src/discord/api.ts.md
discord-channel-allowlist-resolution	1	docs/backend-trace/files/src/discord/resolve-channels.ts.md
discord-channel-management-apis	1	docs/backend-trace/files/src/discord/send.channels.ts.md
discord-channel-permission-query	1	docs/backend-trace/files/src/discord/send.permissions.ts.md
discord-config-contract	1	docs/backend-trace/files/src/config/types.discord.ts.md
discord-connectivity-probe	1	docs/backend-trace/files/src/discord/probe.ts.md
discord-emoji-sticker-apis	1	docs/backend-trace/files/src/discord/send.emojis-stickers.ts.md
discord-event-listener-layer	1	docs/backend-trace/files/src/discord/monitor/listeners.ts.md
discord-exec-approval-interaction	1	docs/backend-trace/files/src/discord/monitor/exec-approvals.ts.md
discord-gateway-event-logging	1	docs/backend-trace/files/src/discord/gateway-logging.ts.md
discord-gateway-lifecycle-utils	1	docs/backend-trace/files/src/discord/monitor.gateway.ts.md
discord-gateway-registry	1	docs/backend-trace/files/src/discord/monitor/gateway-registry.ts.md
discord-guild-admin-actions	1	docs/backend-trace/files/src/channels/plugins/actions/discord/handle-action.guild-admin.ts.md
discord-guild-admin-tooling	1	docs/backend-trace/files/src/agents/tools/discord-actions-guild.ts.md
discord-guild-management-apis	1	docs/backend-trace/files/src/discord/send.guild.ts.md
discord-live-directory-provider	1	docs/backend-trace/files/src/discord/directory-live.ts.md
discord-message-action-adapter	1	docs/backend-trace/files/src/channels/plugins/actions/discord.ts.md
discord-message-chunking	1	docs/backend-trace/files/src/discord/chunk.ts.md
discord-message-context-utils	1	docs/backend-trace/files/src/discord/monitor/message-utils.ts.md
discord-message-handler-entry	1	docs/backend-trace/files/src/discord/monitor/message-handler.ts.md
discord-message-management-apis	1	docs/backend-trace/files/src/discord/send.messages.ts.md
discord-message-preflight	1	docs/backend-trace/files/src/discord/monitor/message-handler.preflight.ts.md
discord-message-processing-pipeline	1	docs/backend-trace/files/src/discord/monitor/message-handler.process.ts.md
discord-messaging-tooling	1	docs/backend-trace/files/src/agents/tools/discord-actions-messaging.ts.md
discord-moderation-tooling	1	docs/backend-trace/files/src/agents/tools/discord-actions-moderation.ts.md
discord-module-public-entry	1	docs/backend-trace/files/src/discord/index.ts.md
discord-monitor-format-helpers	1	docs/backend-trace/files/src/discord/monitor/format.ts.md
discord-monitor-public-surface	1	docs/backend-trace/files/src/discord/monitor.ts.md
discord-native-command-flow	1	docs/backend-trace/files/src/discord/monitor/native-command.ts.md
discord-onboarding-adapter	1	docs/backend-trace/files/src/channels/plugins/onboarding/discord.ts.md
discord-outbound-adapter	1	docs/backend-trace/files/src/channels/plugins/outbound/discord.ts.md
discord-outbound-send-core	1	docs/backend-trace/files/src/discord/send.outbound.ts.md
discord-permission-audit	1	docs/backend-trace/files/src/discord/audit.ts.md
discord-pluralkit-integration	1	docs/backend-trace/files/src/discord/pluralkit.ts.md
discord-preflight-type-contract	1	docs/backend-trace/files/src/discord/monitor/message-handler.preflight.types.ts.md
discord-presence-cache	1	docs/backend-trace/files/src/discord/monitor/presence-cache.ts.md
discord-presence-control	1	docs/backend-trace/files/src/agents/tools/discord-actions-presence.ts.md
discord-provider-monitor-loop	1	docs/backend-trace/files/src/discord/monitor/provider.ts.md
discord-reaction-apis	1	docs/backend-trace/files/src/discord/send.reactions.ts.md
discord-reply-context-derivation	1	docs/backend-trace/files/src/discord/monitor/reply-context.ts.md
discord-reply-delivery	1	docs/backend-trace/files/src/discord/monitor/reply-delivery.ts.md
discord-send-public-surface	1	docs/backend-trace/files/src/discord/send.ts.md
discord-send-shared-utils	1	docs/backend-trace/files/src/discord/send.shared.ts.md
discord-send-type-contracts	1	docs/backend-trace/files/src/discord/send.types.ts.md
discord-sender-identity-resolution	1	docs/backend-trace/files/src/discord/monitor/sender-identity.ts.md
discord-status-audit	1	docs/backend-trace/files/src/channels/plugins/status-issues/discord.ts.md
discord-system-event-parsing	1	docs/backend-trace/files/src/discord/monitor/system-events.ts.md
discord-target-normalization	1	docs/backend-trace/files/src/channels/plugins/normalize/discord.ts.md
discord-target-parser	1	docs/backend-trace/files/src/discord/targets.ts.md
discord-threading-and-reply-planning	1	docs/backend-trace/files/src/discord/monitor/threading.ts.md
discord-token-resolution	1	docs/backend-trace/files/src/discord/token.ts.md
discord-typing-signal	1	docs/backend-trace/files/src/discord/monitor/typing.ts.md
discord-user-allowlist-resolution	1	docs/backend-trace/files/src/discord/resolve-users.ts.md
discovery-helper-resolution	1	docs/backend-trace/files/src/gateway/server-discovery.ts.md
distribution-mode-compatibility	1	docs/backend-trace/files/src/agents/skills/bundled-dir.ts.md
dm-history-limit	1	docs/backend-trace/files/src/agents/pi-embedded-runner/history.ts.md
docker-adapter	1	docs/backend-trace/files/src/agents/sandbox/docker.ts.md
docs-context-discovery	1	docs/backend-trace/files/src/agents/docs-path.ts.md
download-install-path	1	docs/backend-trace/files/src/agents/skills-install.ts.md
duplicate-suppression	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.messages.ts.md
duration-formatting	1	docs/backend-trace/files/src/infra/format-time/format-duration.ts.md
dynamic-model-discovery	1	docs/backend-trace/files/src/agents/bedrock-discovery.ts.md
dynamic-model-discovery-with-fallback	1	docs/backend-trace/files/src/agents/venice-models.ts.md
eligibility-diagnostics	1	docs/backend-trace/files/src/agents/skills-status.ts.md
embedded-agent-api	1	docs/backend-trace/files/src/agents/pi-embedded.ts.md
embedded-attempt-type-contract	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run/types.ts.md
embedded-extension-loading	1	docs/backend-trace/files/src/agents/pi-embedded-runner/extensions.ts.md
embedded-helper-types	1	docs/backend-trace/files/src/agents/pi-embedded-helpers/types.ts.md
embedded-run-params-contract	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run/params.ts.md
embedded-runner-core-loop	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run/attempt.ts.md
embedded-runner-logging	1	docs/backend-trace/files/src/agents/pi-embedded-runner/logger.ts.md
embedded-runner-utils	1	docs/backend-trace/files/src/agents/pi-embedded-runner/utils.ts.md
embedded-runtime-utilities	1	docs/backend-trace/files/src/agents/pi-embedded-helpers.ts.md
embedding-cache-key	1	docs/backend-trace/files/src/memory/provider-key.ts.md
embedding-input-limit-enforcement	1	docs/backend-trace/files/src/memory/embedding-chunk-limits.ts.md
embedding-model-limit-resolution	1	docs/backend-trace/files/src/memory/embedding-model-limits.ts.md
embedding-provider-routing	1	docs/backend-trace/files/src/memory/embeddings.ts.md
embedding-text-splitting-utility	1	docs/backend-trace/files/src/memory/embedding-input-limits.ts.md
env-bootstrap	1	docs/backend-trace/files/src/infra/dotenv.ts.md
env-normalization	1	docs/backend-trace/files/src/infra/env.ts.md
env-option-audit-log	1	docs/backend-trace/files/src/infra/env.ts.md
ephemeral-system-event-queue	1	docs/backend-trace/files/src/infra/system-events.ts.md
error-backoff	1	docs/backend-trace/files/src/cron/service/timer.ts.md
error-message-dedup	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run/payloads.ts.md
error-normalization	2	docs/backend-trace/files/src/infra/errors.ts.md;docs/backend-trace/files/src/agents/pi-embedded-helpers/errors.ts.md
event-and-asset-operations	1	docs/backend-trace/files/src/agents/tools/discord-actions-guild.ts.md
event-routing	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.ts.md
event-scope-based-filtering	1	docs/backend-trace/files/src/gateway/server-broadcast.ts.md
every-anchor	1	docs/backend-trace/files/src/cron/schedule.ts.md
exec-approval-config-contract	1	docs/backend-trace/files/src/config/types.approvals.ts.md
exec-approval-notification-forwarding	1	docs/backend-trace/files/src/infra/exec-approval-forwarder.ts.md
exec-approval-policy-engine	1	docs/backend-trace/files/src/infra/exec-approvals.ts.md
exec-approval-request-resolve-rpc	1	docs/backend-trace/files/src/gateway/server-methods/exec-approval.ts.md
exec-approval-socket-protocol	1	docs/backend-trace/files/src/infra/exec-approvals.ts.md
exec-approval-state-machine	1	docs/backend-trace/files/src/gateway/exec-approval-manager.ts.md
exec-approvals-config-rpc	1	docs/backend-trace/files/src/gateway/server-methods/exec-approvals.ts.md
exec-approvals-node-bridge	1	docs/backend-trace/files/src/gateway/server-methods/exec-approvals.ts.md
exec-approvals-protocol-schemas	1	docs/backend-trace/files/src/gateway/protocol/schema/exec-approvals.ts.md
exec-host-socket-client	1	docs/backend-trace/files/src/infra/exec-host.ts.md
exec-input-safety-check	1	docs/backend-trace/files/src/infra/exec-safety.ts.md
exec-system-event-bridge	1	docs/backend-trace/files/src/gateway/server-node-events.ts.md
explicit-target-safety	1	docs/backend-trace/files/src/agents/tools/message-tool.ts.md
external-cli-oauth-sync	1	docs/backend-trace/files/src/agents/auth-profiles/external-cli-sync.ts.md
external-cli-sync-policy	1	docs/backend-trace/files/src/agents/auth-profiles/constants.ts.md
external-credential-bridge	1	docs/backend-trace/files/src/agents/cli-credentials.ts.md
failover-classification	1	docs/backend-trace/files/src/agents/cli-runner.ts.md
failover-error-model	1	docs/backend-trace/files/src/agents/failover-error.ts.md
failover-reason-classification	1	docs/backend-trace/files/src/agents/pi-embedded-helpers/errors.ts.md
failover-retry	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run.ts.md
failure-reason-backoff	1	docs/backend-trace/files/src/agents/auth-profiles/usage.ts.md
fault-tolerant-resume	1	docs/backend-trace/files/src/agents/session-file-repair.ts.md
fault-tolerant-state-load	1	docs/backend-trace/files/src/agents/sandbox/registry.ts.md
fetch-compat-wrapper	1	docs/backend-trace/files/src/infra/fetch.ts.md
file-tools	1	docs/backend-trace/files/src/agents/pi-tools.read.ts.md
forward-compat-models	1	docs/backend-trace/files/src/agents/pi-embedded-runner/model.ts.md
fts-bootstrap	1	docs/backend-trace/files/src/memory/memory-schema.ts.md
fts-query-builder	1	docs/backend-trace/files/src/memory/hybrid.ts.md
fuzzy-line-matching	1	docs/backend-trace/files/src/agents/apply-patch-update.ts.md
gateway	8	docs/backend-trace/files/src/cron/service.ts.md;docs/backend-trace/files/src/gateway/server-cron.ts.md;docs/backend-trace/files/src/gateway/server-methods-list.ts.md;docs/backend-trace/files/src/gateway/server.impl.ts.md;docs/backend-trace/files/src/gateway/server-methods.ts.md;docs/backend-trace/files/src/gateway/server-methods/agent.ts.md;docs/backend-trace/files/src/gateway/server-methods/sessions.ts.md;docs/backend-trace/files/src/gateway/server-methods/send.ts.md
gateway-admin-tool	1	docs/backend-trace/files/src/agents/tools/gateway-tool.ts.md
gateway-auth-modes	1	docs/backend-trace/files/src/gateway/auth.ts.md
gateway-bind-host-resolution	1	docs/backend-trace/files/src/gateway/net.ts.md
gateway-bind-locking	1	docs/backend-trace/files/src/gateway/server/http-listen.ts.md
gateway-client-identity-enum	1	docs/backend-trace/files/src/gateway/protocol/client-info.ts.md
gateway-command-lane-concurrency	1	docs/backend-trace/files/src/gateway/server-lanes.ts.md
gateway-config-contract	1	docs/backend-trace/files/src/config/types.gateway.ts.md
gateway-config-hot-reload	1	docs/backend-trace/files/src/gateway/config-reload.ts.md
gateway-connectivity-latency-check	1	docs/backend-trace/files/src/gateway/probe.ts.md
gateway-dedupe-state	1	docs/backend-trace/files/src/gateway/server-shared.ts.md
gateway-discovery-runtime	1	docs/backend-trace/files/src/gateway/server-discovery-runtime.ts.md
gateway-e2e-fixtures	1	docs/backend-trace/files/src/gateway/test-helpers.e2e.ts.md
gateway-error-formatting	1	docs/backend-trace/files/src/gateway/server-utils.ts.md
gateway-event-broadcast	1	docs/backend-trace/files/src/gateway/server-broadcast.ts.md
gateway-event-stream	1	docs/backend-trace/files/src/gateway/server-ws-runtime.ts.md
gateway-graceful-shutdown	1	docs/backend-trace/files/src/gateway/server-close.ts.md
gateway-health-snapshot	1	docs/backend-trace/files/src/gateway/server/health-state.ts.md
gateway-hot-reload	1	docs/backend-trace/files/src/gateway/server-reload-handlers.ts.md
gateway-http-entry	1	docs/backend-trace/files/src/gateway/server-http.ts.md
gateway-integration-test-harness	1	docs/backend-trace/files/src/gateway/test-helpers.server.ts.md
gateway-maintenance-timers	1	docs/backend-trace/files/src/gateway/server-maintenance.ts.md
gateway-method-context-types	1	docs/backend-trace/files/src/gateway/server-methods/types.ts.md
gateway-port-conflict-hints	1	docs/backend-trace/files/src/infra/ports-format.ts.md
gateway-port-default-derivation	1	docs/backend-trace/files/src/config/port-defaults.ts.md
gateway-probe-diagnostics	1	docs/backend-trace/files/src/gateway/probe.ts.md
gateway-protocol-validation-hub	1	docs/backend-trace/files/src/gateway/protocol/index.ts.md
gateway-public-api	1	docs/backend-trace/files/src/gateway/server.ts.md
gateway-restart-control-plane	1	docs/backend-trace/files/src/infra/restart.ts.md
gateway-rpc-adapter	1	docs/backend-trace/files/src/agents/tools/gateway.ts.md
gateway-rpc-client	1	docs/backend-trace/files/src/gateway/call.ts.md
gateway-runtime-bootstrap	1	docs/backend-trace/files/src/gateway/server-runtime-state.ts.md
gateway-runtime-config	1	docs/backend-trace/files/src/gateway/server-runtime-config.ts.md
gateway-runtime-constants	1	docs/backend-trace/files/src/gateway/server-constants.ts.md
gateway-security-guardrail	1	docs/backend-trace/files/src/gateway/server-runtime-config.ts.md
gateway-send-summary	1	docs/backend-trace/files/src/infra/outbound/format.ts.md
gateway-sidecars	1	docs/backend-trace/files/src/gateway/server-startup.ts.md
gateway-single-instance-lock	1	docs/backend-trace/files/src/infra/gateway-lock.ts.md
gateway-snapshot-schema	1	docs/backend-trace/files/src/gateway/protocol/schema/snapshot.ts.md
gateway-startup-observability	1	docs/backend-trace/files/src/gateway/server-startup-log.ts.md
gateway-test-fixtures	1	docs/backend-trace/files/src/gateway/server/__tests__/test-utils.ts.md
gateway-test-helper-barrel	1	docs/backend-trace/files/src/gateway/test-helpers.ts.md
gateway-test-mocking-infra	1	docs/backend-trace/files/src/gateway/test-helpers.mocks.ts.md
gateway-tls-runtime	1	docs/backend-trace/files/src/gateway/server/tls.ts.md
gateway-tls-runtime-bootstrap	1	docs/backend-trace/files/src/infra/tls/gateway.ts.md
gateway-update-orchestrator	1	docs/backend-trace/files/src/infra/update-runner.ts.md
gateway-update-run-rpc	1	docs/backend-trace/files/src/gateway/server-methods/update.ts.md
gateway-ws-client	1	docs/backend-trace/files/src/gateway/client.ts.md
gateway-ws-frame-contract	1	docs/backend-trace/files/src/gateway/protocol/schema/frames.ts.md
gemini-embedding-batch-execution	1	docs/backend-trace/files/src/memory/batch-gemini.ts.md
gemini-embedding-provider-adapter	1	docs/backend-trace/files/src/memory/embeddings-gemini.ts.md
gemini-tooling-stability	1	docs/backend-trace/files/src/agents/schema/clean-for-gemini.ts.md
gemini-usage-fetcher	1	docs/backend-trace/files/src/infra/provider-usage.fetch.gemini.ts.md
generic-retry-engine	1	docs/backend-trace/files/src/infra/retry.ts.md
global-install-update-path	1	docs/backend-trace/files/src/infra/update-global.ts.md
global-plugin-hook-runner	1	docs/backend-trace/files/src/plugins/hook-runner-global.ts.md
global-unhandled-rejection-policy	1	docs/backend-trace/files/src/infra/unhandled-rejections.ts.md
google-provider-compat	1	docs/backend-trace/files/src/agents/pi-embedded-helpers/google.ts.md
google-provider-transcript-hygiene	1	docs/backend-trace/files/src/agents/pi-embedded-runner/google.ts.md
google-turn-order-compat	1	docs/backend-trace/files/src/agents/pi-embedded-helpers/bootstrap.ts.md
googlechat-config-contract	1	docs/backend-trace/files/src/config/types.googlechat.ts.md
graceful-missing-bundled-dir	1	docs/backend-trace/files/src/agents/skills/bundled-context.ts.md
group-policy	1	docs/backend-trace/files/src/agents/pi-tools.policy.ts.md
group-policy-and-tool-policy-resolution	1	docs/backend-trace/files/src/config/group-policy.ts.md
group-session-key-resolution	1	docs/backend-trace/files/src/config/sessions/group.ts.md
handler-contract	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.types.ts.md
header-shape-fingerprint	1	docs/backend-trace/files/src/memory/headers-fingerprint.ts.md
health-status-rpc	1	docs/backend-trace/files/src/gateway/server-methods/health.ts.md
heartbeat-chat-visibility-control	1	docs/backend-trace/files/src/gateway/server-chat.ts.md
heartbeat-dedup-and-visibility	1	docs/backend-trace/files/src/infra/heartbeat-runner.ts.md
heartbeat-delivery-policy	1	docs/backend-trace/files/src/infra/heartbeat-runner.ts.md
heartbeat-event-stream	1	docs/backend-trace/files/src/infra/heartbeat-events.ts.md
heartbeat-immediate-wake-coalescing	1	docs/backend-trace/files/src/infra/heartbeat-wake.ts.md
heartbeat-notify	1	docs/backend-trace/files/src/agents/bash-tools.exec.ts.md
heartbeat-quiet-hours	1	docs/backend-trace/files/src/infra/heartbeat-active-hours.ts.md
heartbeat-scheduler	1	docs/backend-trace/files/src/infra/heartbeat-runner.ts.md
heartbeat-skip	1	docs/backend-trace/files/src/cron/isolated-agent/helpers.ts.md
heartbeat-target-policy	1	docs/backend-trace/files/src/infra/outbound/targets.ts.md
heartbeat-visibility-config	1	docs/backend-trace/files/src/infra/heartbeat-visibility.ts.md
history-image-rehydration	1	docs/backend-trace/files/src/agents/pi-embedded-runner/run/images.ts.md
history-payload-budgeting	1	docs/backend-trace/files/src/agents/tools/sessions-history-tool.ts.md
history-pruning	1	docs/backend-trace/files/src/agents/pi-embedded-runner/history.ts.md
history-pruning-with-summary	1	docs/backend-trace/files/src/agents/pi-extensions/compaction-safeguard.ts.md
home-dir-resolution	1	docs/backend-trace/files/src/infra/home-dir.ts.md
hook-action-validation	1	docs/backend-trace/files/src/gateway/hooks-mapping.ts.md
hook-agent-dispatch	1	docs/backend-trace/files/src/gateway/server/hooks.ts.md
hooks-agent-policy-guard	1	docs/backend-trace/files/src/gateway/hooks.ts.md
hooks-config-contract	1	docs/backend-trace/files/src/config/types.hooks.ts.md
hooks-ingress	1	docs/backend-trace/files/src/gateway/server-http.ts.md
hooks-ingress-config	1	docs/backend-trace/files/src/gateway/hooks.ts.md
hooks-mapping-engine	1	docs/backend-trace/files/src/gateway/hooks-mapping.ts.md
hooks-payload-normalization	1	docs/backend-trace/files/src/gateway/hooks.ts.md
hooks-runtime	1	docs/backend-trace/files/src/gateway/server-startup.ts.md
hooks-runtime-validation	1	docs/backend-trace/files/src/config/zod-schema.hooks.ts.md
html-markdown-normalization	1	docs/backend-trace/files/src/agents/tools/web-fetch-utils.ts.md
http-agent-session-resolution	1	docs/backend-trace/files/src/gateway/http-utils.ts.md
http-hooks-bridge	1	docs/backend-trace/files/src/gateway/server/hooks.ts.md
http-response-primitives	1	docs/backend-trace/files/src/gateway/http-common.ts.md
http-tool-invocation	1	docs/backend-trace/files/src/gateway/tools-invoke-http.ts.md
human-delay-policy	1	docs/backend-trace/files/src/agents/identity.ts.md
human-readable-port-diagnostics	1	docs/backend-trace/files/src/infra/ports-format.ts.md
human-readable-session-key	1	docs/backend-trace/files/src/agents/session-slug.ts.md
hybrid-ranking	1	docs/backend-trace/files/src/memory/hybrid.ts.md
hybrid-search-foundation	1	docs/backend-trace/files/src/memory/manager-search.ts.md
identity-markdown-parse	1	docs/backend-trace/files/src/agents/identity-file.ts.md
identity-placeholder-filter	1	docs/backend-trace/files/src/agents/identity-file.ts.md
idle-expiration-policy	1	docs/backend-trace/files/src/agents/sandbox/prune.ts.md
image-block-sanitization	1	docs/backend-trace/files/src/agents/pi-embedded-helpers/images.ts.md
image-model-fallback	1	docs/backend-trace/files/src/agents/model-fallback.ts.md
image-safety	1	docs/backend-trace/files/src/agents/pi-tools.read.ts.md
image-tool-helper-primitives	1	docs/backend-trace/files/src/agents/tools/image-tool.helpers.ts.md
image-tool-runtime	1	docs/backend-trace/files/src/agents/tools/image-tool.ts.md
image-understanding-provider	1	docs/backend-trace/files/src/agents/minimax-vlm.ts.md
imessage-config-contract	1	docs/backend-trace/files/src/config/types.imessage.ts.md
imessage-onboarding-adapter	1	docs/backend-trace/files/src/channels/plugins/onboarding/imessage.ts.md
imessage-outbound-adapter	1	docs/backend-trace/files/src/channels/plugins/outbound/imessage.ts.md
imessage-target-normalization	1	docs/backend-trace/files/src/channels/plugins/normalize/imessage.ts.md
implicit-explicit-provider-merge	1	docs/backend-trace/files/src/agents/models-config.ts.md
implicit-provider-inference	1	docs/backend-trace/files/src/agents/models-config.providers.ts.md
inbound-session-route-recording	1	docs/backend-trace/files/src/channels/session.ts.md
incremental-indexing	1	docs/backend-trace/files/src/memory/sync-memory-files.ts.md
infra	1	docs/backend-trace/files/src/memory/manager.ts.md
inline-buttons-policy-enforcement	1	docs/backend-trace/files/src/agents/tools/telegram-actions.ts.md
install-preferences-resolution	1	docs/backend-trace/files/src/agents/skills.ts.md
install-security-warning	1	docs/backend-trace/files/src/agents/skills-install.ts.md
installer-suggestion-selection	1	docs/backend-trace/files/src/agents/skills-status.ts.md
interactive-shell-control	1	docs/backend-trace/files/src/agents/pty-keys.ts.md
interactive-terminal-io	1	docs/backend-trace/files/src/agents/bash-tools.process.ts.md
invocation-policy-control	1	docs/backend-trace/files/src/agents/skills/frontmatter.ts.md
irc-config-contract	1	docs/backend-trace/files/src/config/types.irc.ts.md
irc-config-ui-metadata	1	docs/backend-trace/files/src/config/schema.irc.ts.md
job-execution	1	docs/backend-trace/files/src/cron/service/timer.ts.md
job-ttl-reaping	1	docs/backend-trace/files/src/agents/bash-process-registry.ts.md
json-file-io-helper	1	docs/backend-trace/files/src/infra/json-file.ts.md
json-merge-patch-support	1	docs/backend-trace/files/src/config/merge-patch.ts.md
jsonl-recovery	1	docs/backend-trace/files/src/agents/session-file-repair.ts.md
keychain-file-fallback	1	docs/backend-trace/files/src/agents/cli-credentials.ts.md
keyword-search	1	docs/backend-trace/files/src/memory/manager-search.ts.md
lane-routing	1	docs/backend-trace/files/src/agents/pi-embedded-runner/lanes.ts.md
lane-serialization	1	docs/backend-trace/files/src/agents/pi-embedded-runner/compact.ts.md
last-good-tracking	1	docs/backend-trace/files/src/agents/auth-profiles/profiles.ts.md
lazy-channel-plugin-loader	1	docs/backend-trace/files/src/channels/plugins/load.ts.md
lazy-model-metadata-cache	1	docs/backend-trace/files/src/agents/context.ts.md
legacy-auth-migration	1	docs/backend-trace/files/src/agents/auth-profiles/store.ts.md
legacy-auth-migration-entry	1	docs/backend-trace/files/src/agents/auth-profiles/paths.ts.md
legacy-compat	1	docs/backend-trace/files/src/cron/normalize.ts.md
legacy-config-detection-and-migrate	1	docs/backend-trace/files/src/config/legacy.ts.md
legacy-config-migration-entry	1	docs/backend-trace/files/src/config/legacy-migrate.ts.md
legacy-config-migration-rules	3	docs/backend-trace/files/src/config/legacy.migrations.part-2.ts.md;docs/backend-trace/files/src/config/legacy.migrations.part-1.ts.md;docs/backend-trace/files/src/config/legacy.migrations.part-3.ts.md
legacy-config-rule-set	1	docs/backend-trace/files/src/config/legacy.rules.ts.md
legacy-delivery-compat	1	docs/backend-trace/files/src/cron/service/jobs.ts.md
legacy-migration-pipeline-registry	1	docs/backend-trace/files/src/config/legacy.migrations.ts.md
legacy-migration-shared-helpers	1	docs/backend-trace/files/src/config/legacy.shared.ts.md
legacy-profile-migration	1	docs/backend-trace/files/src/agents/auth-profiles/repair.ts.md
legacy-session-field-compat	1	docs/backend-trace/files/src/agents/cli-session.ts.md
legacy-state-auto-migration	1	docs/backend-trace/files/src/infra/state-migrations.ts.md
legacy-state-migration-fs-primitives	1	docs/backend-trace/files/src/infra/state-migrations.fs.ts.md
lifecycle-events	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.lifecycle.ts.md
live-api-key-rotation	1	docs/backend-trace/files/src/agents/live-auth-keys.ts.md
live-model-eligibility-filter	1	docs/backend-trace/files/src/agents/live-model-filter.ts.md
local-address-detection	1	docs/backend-trace/files/src/gateway/net.ts.md
local-embedding	1	docs/backend-trace/files/src/memory/embeddings.ts.md
location-message-normalization	1	docs/backend-trace/files/src/channels/location.ts.md
locked-concurrent-update	1	docs/backend-trace/files/src/agents/auth-profiles/store.ts.md
login-shell-env-fallback	1	docs/backend-trace/files/src/infra/shell-env.ts.md
logs-chat-protocol-schemas	1	docs/backend-trace/files/src/gateway/protocol/schema/logs-chat.ts.md
logs-tail-rpc	1	docs/backend-trace/files/src/gateway/server-methods/logs.ts.md
machine-display-name-resolution	1	docs/backend-trace/files/src/infra/machine-name.ts.md
main-agent-reentry	1	docs/backend-trace/files/src/agents/subagent-announce.ts.md
main-module-detection	1	docs/backend-trace/files/src/infra/is-main.ts.md
main-session-key-canonicalization	1	docs/backend-trace/files/src/config/sessions/main-session.ts.md
maintenance-throttling	1	docs/backend-trace/files/src/agents/sandbox/prune.ts.md
manager-instance-cache	1	docs/backend-trace/files/src/memory/manager-cache-key.ts.md
markdown-fence-safe-split	1	docs/backend-trace/files/src/agents/pi-embedded-block-chunker.ts.md
markdown-table-render-policy	1	docs/backend-trace/files/src/config/markdown-tables.ts.md
mdns-widearea-advertising	1	docs/backend-trace/files/src/gateway/server-discovery-runtime.ts.md
media-source-hardening	1	docs/backend-trace/files/src/agents/sandbox-paths.ts.md
media-url-merge-and-dedup	1	docs/backend-trace/files/src/infra/outbound/payloads.ts.md
memory	1	docs/backend-trace/files/src/memory/manager.ts.md
memory-backend-config	1	docs/backend-trace/files/src/memory/backend-config.ts.md
memory-backend-failover	1	docs/backend-trace/files/src/memory/search-manager.ts.md
memory-backend-warmup	1	docs/backend-trace/files/src/gateway/server-startup-memory.ts.md
memory-batch-backward-compatibility	1	docs/backend-trace/files/src/memory/openai-batch.ts.md
memory-config	1	docs/backend-trace/files/src/agents/memory-search.ts.md
memory-config-contract	1	docs/backend-trace/files/src/config/types.memory.ts.md
memory-contract	1	docs/backend-trace/files/src/memory/types.ts.md
memory-core-utils	1	docs/backend-trace/files/src/memory/internal.ts.md
memory-db-schema	1	docs/backend-trace/files/src/memory/memory-schema.ts.md
memory-get-tooling	1	docs/backend-trace/files/src/agents/tools/memory-tool.ts.md
memory-public-api	1	docs/backend-trace/files/src/memory/index.ts.md
memory-search-tooling	1	docs/backend-trace/files/src/agents/tools/memory-tool.ts.md
memory-slot-selection	1	docs/backend-trace/files/src/agents/skills/plugin-skills.ts.md
memory-status-format	1	docs/backend-trace/files/src/memory/status-format.ts.md
memory-sync	1	docs/backend-trace/files/src/memory/sync-memory-files.ts.md
mention-trigger-gating	1	docs/backend-trace/files/src/channels/mention-gating.ts.md
message-action-execution-dispatch	1	docs/backend-trace/files/src/infra/outbound/outbound-send-service.ts.md
message-action-name-contract	1	docs/backend-trace/files/src/channels/plugins/message-action-names.ts.md
message-action-target-contract	1	docs/backend-trace/files/src/infra/outbound/message-action-spec.ts.md
message-action-target-normalization	1	docs/backend-trace/files/src/infra/outbound/channel-target.ts.md
message-dedup-normalization	1	docs/backend-trace/files/src/agents/pi-embedded-helpers/messaging-dedupe.ts.md
message-link-resolution	1	docs/backend-trace/files/src/agents/tools/discord-actions-messaging.ts.md
message-prefix-resolution	1	docs/backend-trace/files/src/agents/identity.ts.md
message-queueing	1	docs/backend-trace/files/src/agents/pi-embedded-runner/runs.ts.md
message-timestamp-injection	1	docs/backend-trace/files/src/gateway/server-methods/agent-timestamp.ts.md
message-tool-orchestration-core	1	docs/backend-trace/files/src/infra/outbound/message-action-runner.ts.md
messages-and-commands-config-contract	1	docs/backend-trace/files/src/config/types.messages.ts.md
messaging-dedupe	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.handlers.tools.ts.md
messaging-target-normalization	1	docs/backend-trace/files/src/agents/pi-embedded-subscribe.tools.ts.md
messaging-tool-detection	1	docs/backend-trace/files/src/agents/pi-embedded-messaging.ts.md
metadata-extension-parsing	1	docs/backend-trace/files/src/agents/skills/frontmatter.ts.md
minimax-usage-fetcher	1	docs/backend-trace/files/src/infra/provider-usage.fetch.minimax.ts.md
minimax-vlm-adapter	1	docs/backend-trace/files/src/agents/minimax-vlm.ts.md
