tag	original_evidence_count	original_status	runtime_supplement	final_status
openai-embedding-provider-adapter	1	完整		完整
openai-reasoning-compat-fix	1	完整		完整
openclaw-config-root-validation	1	完整		完整
openclaw-version-compare	1	完整		完整
opencode-zen-model-catalog	1	完整		完整
openresponses-endpoint-runtime	1	完整		完整
openresponses-protocol-schema	1	完整		完整
openrouter-probe-tool-image	1	完整		完整
operator-facing-error-message	1	完整		完整
optional-local-embedding-runtime	1	完整		完整
os-runtime-summary	1	完整		完整
outbound-adapter-loader	1	完整		完整
outbound-cancel-checkpoint	1	完整		完整
outbound-channel-selection	1	完整		完整
outbound-delivery-engine	1	完整		完整
outbound-result-envelope	1	完整		完整
outbound-session-bootstrap	1	完整		完整
oversized-tool-result-control	1	完整		完整
owner-guard	1	完整		完整
package-root-resolution	1	完整		完整
paired-node-fallback	1	完整		完整
pairing-approved-message-template	1	完整		完整
pairing-channel-orchestration	1	完整		完整
partial-data-merge-strategy	1	完整		完整
partial-failure-tolerant-usage-load	1	完整		完整
patch-update-apply	1	完整		完整
payload-audit	1	完整		完整
pending-invoke-timeout-cleanup	1	完整		完整
per-session-model-override	1	完整		完整
permission-control	1	完整		完整
pi-helper-api-surface	1	完整		完整
pi-sdk-model-discovery-compat	1	完整		完整
ping-pong-escalation-loop	1	完整		完整
plugin-allowlist-reexports	1	完整		完整
plugin-auto-enable-by-config-detection	1	完整		完整
plugin-channel-config-reexports	1	完整		完整
plugin-cli-surface	1	完整		完整
plugin-command-registry-and-dispatch	1	完整		完整
plugin-config-normalization	1	完整		完整
plugin-config-schema-default	1	完整		完整
plugin-discovery-pipeline	1	完整		完整
plugin-enable-config-mutation	1	完整		完整
plugin-enable-gating	1	完整		完整
plugin-error-isolation	1	完整		完整
plugin-first-core-fallback	1	完整		完整
plugin-gateway-handler-load	1	完整		完整
plugin-governance	1	完整		完整
plugin-hook-execution-engine	1	完整		完整
plugin-http-bridge	1	完整		完整
plugin-http-path-normalization	1	完整		完整
plugin-http-route-registration	1	完整		完整
plugin-install-recording	1	完整		完整
plugin-installation-pipeline	1	完整		完整
plugin-interception	1	完整		完整
plugin-json-schema-validation	1	完整		完整
plugin-loading-orchestrator	1	完整		完整
plugin-manifest-contract-and-loader	1	部分	docs/backend-trace/files/src/plugins/discovery.ts.md	完整
plugin-manifest-indexing	1	完整		完整
plugin-native-dependency-hints	1	完整		完整
plugin-provider-resolution	1	完整		完整
plugin-registry-core	1	部分	docs/backend-trace/files/src/plugins/loader.ts.md	完整
plugin-runtime-orchestrator	1	部分	docs/backend-trace/files/src/plugins/runtime.ts.md	完整
plugin-runtime-type-contract	1	部分	docs/backend-trace/files/src/plugins/runtime/index.ts.md	完整
plugin-service-lifecycle	1	完整		完整
plugin-services	1	完整		完整
plugin-skill-integration	1	完整		完整
plugin-slot-selection	1	完整		完整
plugin-source-display	1	完整		完整
plugin-status-reporting	1	完整		完整
plugin-tool-resolution	1	完整		完整
plugin-tools	1	完整		完整
plugin-type-system-contracts	1	部分	docs/backend-trace/files/src/plugins/commands.ts.md	完整
plugin-update-pipeline	1	完整		完整
plugins	1	完整		完整
plugins-config-contract	1	完整		完整
policy-source-traceability	1	完整		完整
port-diagnostics-domain-model	1	完整		完整
port-owner-diagnostics	1	完整		完整
portable-lsof-resolution	1	完整		完整
post-restart-delivery-resume	1	完整		完整
post-restart-diagnostics	1	完整		完整
post-run-cleanup-policy	1	完整		完整
process-lifecycle-control	1	完整		完整
process-log-observability	1	完整		完整
process-output-buffering	1	完整		完整
prompt-context-observability	1	完整		完整
prompt-control	1	完整		完整
prompt-orchestration	1	完整		完整
prompt-sandbox-awareness	1	完整		完整
prompt-size-breakdown	1	完整		完整
protocol-error-codes	1	完整		完整
protocol-framing	1	完整		完整
protocol-primitive-schemas	1	完整		完整
protocol-schema-facade	1	部分	docs/backend-trace/files/src/gateway/server/ws-connection/message-handler.ts.md	完整
protocol-schema-registry	1	完整		完整
protocol-static-types-bridge	1	部分	docs/backend-trace/files/src/gateway/client.ts.md	完整
provider-auth-config-contract	1	完整		完整
provider-auth-resolution	1	完整		完整
provider-aware-policy	1	完整		完整
provider-compat-normalization	1	完整		完整
provider-compatibility	2	完整		完整
provider-compatible-tool-parameters	1	完整		完整
provider-config-normalization	1	完整		完整
provider-consistency	1	完整		完整
provider-default-model-metadata	1	完整		完整
provider-error-classification	1	完整		完整
provider-fallback	1	完整		完整
provider-header-adaptation	1	完整		完整
provider-image-size-compatibility	1	完整		完整
provider-isolation	1	完整		完整
provider-key-and-param-validation	1	完整		完整
provider-model-definition-adapter	1	完整		完整
provider-oauth-chutes	1	完整		完整
provider-observability	1	完整		完整
provider-order-management	1	完整		完整
provider-order-override	1	完整		完整
provider-safe-enum-shape	1	完整		完整
provider-specific-validation-core	1	完整		完整
provider-status-summary	1	完整		完整
provider-strictness-compatibility	1	完整		完整
provider-target-normalization	1	完整		完整
provider-tool-id-compatibility	1	完整		完整
provider-turn-compat	1	完整		完整
provider-usage-auth-resolution	1	完整		完整
provider-usage-data-contract	1	完整		完整
pty-input-sanitization	1	完整		完整
pty-key-encoding	1	完整		完整
qmd-config-normalization	1	完整		完整
qmd-fallback	1	完整		完整
qmd-memory-backend-runtime	1	完整		完整
qmd-query-output-normalization	1	完整		完整
queue-drop-policy	1	完整		完整
queue-policy-config-contract	1	完整		完整
readability-firecrawl-fallback	1	完整		完整
reasoning-control	1	完整		完整
reasoning-stream	1	完整		完整
reasoning-tag-cleanup	1	完整		完整
reconnect-health	1	完整		完整
registry-consistency	1	完整		完整
registry-schema-migration	1	完整		完整
relative-time-formatting	1	完整		完整
reload-plan-classification	1	完整		完整
reminder-context-injection	1	完整		完整
remote-skill-eligibility	1	完整		完整
reply-payload-normalization	1	完整		完整
reply-prefix-policy	1	完整		完整
repo-root-discovery	1	完整		完整
resolver-cache-signature	1	完整		完整
responses-api-test-mock	1	完整		完整
responses-input-files-images-ingest	1	完整		完整
responses-stream-event-contract	1	完整		完整
responses-streaming-event-emitter	1	完整		完整
restart-catchup	1	完整		完整
restart-handoff-sentinel	1	完整		完整
restart-sentinel-recovery	1	完整		完整
result-contract	1	部分	docs/backend-trace/files/src/agents/pi-embedded-runner/run.ts.md	完整
retry-backoff-policy	1	完整		完整
reversible-env-overrides	1	完整		完整
routing	5	完整		完整
run-completion-reconciliation	1	完整		完整
run-context-propagation	1	完整		完整
run-lifecycle-registry	1	完整		完整
run-meta-schema	1	部分	docs/backend-trace/files/src/agents/pi-embedded-runner/run.ts.md	完整
run-session-resolution	1	完整		完整
run-workspace-resolution	1	完整		完整
runner-abort-detection	1	完整		完整
runner-facade	1	完整		完整
runtime-binary-prerequisite-check	1	完整		完整
runtime-capability-gating	1	完整		完整
runtime-commit-resolution	1	完整		完整
runtime-config-overrides	1	完整		完整
runtime-context-injection	1	完整		完整
runtime-exec	1	完整		完整
runtime-path-bootstrap	1	完整		完整
runtime-version-gate	1	完整		完整
runtime-warning-noise-filter	1	完整		完整
safe-file-open-within-root	1	完整		完整
safe-log-slicing	1	完整		完整
safe-multi-channel-action-execution	1	完整		完整
safe-text-edit	1	完整		完整
safe-unpack	1	完整		完整
sandbox-and-runtime-guidance	1	完整		完整
sandbox-api-stability	1	完整		完整
sandbox-aware-image-load	1	完整		完整
sandbox-browser-autostart	1	完整		完整
sandbox-browser-bridge-registry	1	完整		完整
sandbox-browser-lifecycle	1	完整		完整
sandbox-browser-runtime	1	完整		完整
sandbox-config-contract	1	完整		完整
sandbox-config-drift-detection	1	完整		完整
sandbox-config-resolution	1	完整		完整
sandbox-container-management	1	完整		完整
sandbox-container-orchestration	1	完整		完整
sandbox-context-orchestration	1	完整		完整
sandbox-default-fallbacks	1	完整		完整
sandbox-defaults	1	部分	docs/backend-trace/files/src/agents/sandbox/config.ts.md	完整
sandbox-docker-config-contract	1	完整		完整
sandbox-gc	1	完整		完整
sandbox-guard	1	完整		完整
sandbox-host-browser-policy	1	完整		完整
sandbox-media-path-safety	1	完整		完整
sandbox-module-facade	1	完整		完整
sandbox-path-guard	2	完整		完整
sandbox-policy-model	1	部分	docs/backend-trace/files/src/agents/sandbox/tool-policy.ts.md	完整
sandbox-registry-persistence	1	部分	docs/backend-trace/files/src/agents/sandbox/manage.ts.md	完整
sandbox-runtime-context	1	完整		完整
sandbox-runtime-decision	1	完整		完整
sandbox-scope-model	1	完整		完整
sandbox-session-visibility	1	完整		完整
sandbox-skill-sync	1	完整		完整
sandbox-state-layout	1	部分	docs/backend-trace/files/src/agents/sandbox/manage.ts.md	完整
sandbox-tool-allow-deny	1	完整		完整
sandbox-tool-policy-baseline	1	部分	docs/backend-trace/files/src/agents/sandbox/tool-policy.ts.md	完整
sandbox-type-contract	1	部分	docs/backend-trace/files/src/agents/sandbox/manage.ts.md	完整
sandbox-workdir-resolution	1	完整		完整
sandbox-workspace-bootstrap	1	完整		完整
schema-drift-tolerant-parser	1	完整		完整
schema-helpers	1	完整		完整
schema-normalization	1	完整		完整
scoped-memory-search-and-sync	1	完整		完整
search-tuning	1	完整		完整
security	3	完整		完整
security-approval	1	完整		完整
seeded-agent-files	1	完整		完整
self-update-trigger	1	完整		完整
send-and-poll-unified-entry	1	完整		完整
sender-identity-validation	1	完整		完整
sender-label-resolution	1	完整		完整
sensitive-log-redaction	1	完整		完整
session-and-messages-validation	1	完整		完整
session-announce-target-resolution	1	完整		完整
session-auth-override	1	完整		完整
session-compaction	1	完整		完整
session-config-api-surface	1	完整		完整
session-digest-audit	1	完整		完整
session-domain-contracts	1	部分	docs/backend-trace/files/src/config/sessions/store.ts.md	完整
session-file-integrity	1	完整		完整
session-file-prewarm	1	完整		完整
session-guard-installation	1	完整		完整
session-history-sanitization	1	完整		完整
session-id-generation	1	完整		完整
session-interrupt	1	完整		完整
session-key-canonicalization-migration	1	完整		完整
session-key-derivation	1	完整		完整
session-key-resolution	1	完整		完整
session-listing-and-filtering	1	完整		完整
session-main-alias-awareness	1	完整		完整
session-maintenance-warning-delivery	1	完整		完整
session-manager-cache-ttl	1	完整		完整
session-memory-source	1	完整		完整
session-metadata-derivation	1	完整		完整
session-override-management	1	完整		完整
session-patch-validation	1	完整		完整
session-persistence-fix	1	完整		完整
session-preview-extraction	1	完整		完整
session-reference-resolution	1	完整		完整
session-reset-policy-engine	1	完整		完整
session-resume-cli	1	完整		完整
session-runner	1	完整		完整
session-scope	1	完整		完整
session-scoped-bootstrap	1	完整		完整
session-serialization	1	完整		完整
session-status-card	1	完整		完整
session-storage-path	1	完整		完整
session-storage-path-resolution	1	完整		完整
session-store-persistence-and-maintenance	1	完整		完整
session-sync	1	完整		完整
session-title-derivation	1	完整		完整
session-to-agent-resolution	1	完整		完整
session-tools	1	完整		完整
session-transcript-read	1	完整		完整
session-transcript-safety	1	完整		完整
session-usage-cost-analytics	1	完整		完整
session-write-serialization	1	完整		完整
sessions	8	完整		完整
sessions-history-tooling	1	完整		完整
sessions-list-tooling	1	完整		完整
sessions-protocol-schemas	1	完整		完整
sessions-rpc-schema	1	完整		完整
sessions-send-a2a-flow	1	完整		完整
sessions-send-helper-primitives	1	完整		完整
sessions-send-tooling	1	完整		完整
sessions-spawn-tooling	1	完整		完整
sessions-tool-shared-core	1	完整		完整
sessions-usage-aggregation	1	完整		完整
settings-normalization	1	完整		完整
setup-config-migration-helpers	1	完整		完整
shared-env-upsert	1	完整		完整
shell-command-allowlist-analysis	1	完整		完整
shell-runtime-adaptation	1	完整		完整
signal-config-contract	1	完整		完整
signal-message-action-adapter	1	完整		完整
signal-onboarding-adapter	1	完整		完整
signal-outbound-adapter	1	完整		完整
signal-target-normalization	1	完整		完整
sigusr1-restart-authorization	1	完整		完整
skill-command-generation	1	完整		完整
skill-frontmatter-contract	1	完整		完整
skill-install-spec-model	1	部分	docs/backend-trace/files/src/agents/skills/plugin-skills.ts.md	完整
skills-config-contract	1	完整		完整
skills-eligibility-evaluation	1	完整		完整
skills-env-injection	1	完整		完整
skills-health-report	1	完整		完整
skills-hot-reload	1	完整		完整
skills-installer-runtime	1	完整		完整
skills-management-rpc	1	完整		完整
skills-module-facade	1	完整		完整
skills-prompt-compilation	1	完整		完整
skills-sandbox-sync	1	完整		完整
skills-serialization-queue	1	完整		完整
skills-source-merge-precedence	1	完整		完整
skills-type-contract	1	部分	docs/backend-trace/files/src/agents/skills/refresh.ts.md	完整
slack-action-tooling	1	完整		完整
slack-actions-adapter-factory	1	完整		完整
slack-config-contract	1	完整		完整
slack-onboarding-adapter	1	完整		完整
slack-outbound-adapter	1	完整		完整
slack-target-normalization	1	完整		完整
snapshot-versioning	1	完整		完整
soft-trim-hard-clear-policy	1	完整		完整
spa-fallback-and-security-headers	1	完整		完整
sqlite-bootstrap	1	完整		完整
sse-response-basics	1	完整		完整
ssh-effective-config-resolution	1	完整		完整
ssh-port-forward-runtime	1	完整		完整
ssrf-guarded-fetch	2	完整		完整
ssrf-policy-enforcement	1	完整		完整
stable-sandbox-path-key	1	完整		完整
stale-lock-recovery	1	完整		完整
startup-automation	1	完整		完整
startup-port-guard	1	完整		完整
startup-update-notifier	1	完整		完整
state-and-config-path-resolution	1	完整		完整
state-versioning	1	完整		完整
status-issue-shared-utils	1	完整		完整
status-schema	1	部分	docs/backend-trace/files/src/memory/status-format.ts.md	完整
stepwise-update-observability	1	完整		完整
sticker-search-and-send	1	完整		完整
stream-chunking	1	完整		完整
stream-debug	1	完整		完整
stream-dispatch	1	完整		完整
stream-param-override	1	完整		完整
stream-state-model	1	完整		完整
stream-subscription-core	1	完整		完整
streaming-contract	1	完整		完整
structured-multi-file-edit	1	完整		完整
subagent-announce-queueing	1	完整		完整
subagent-auth-inheritance	1	完整		完整
subagent-auth-merge	1	完整		完整
subagent-bootstrap-filtering	1	完整		完整
subagent-lifecycle-registry	1	完整		完整
subagent-restriction	1	完整		完整
subagent-result-handoff	1	完整		完整
subagent-run-persistence	1	完整		完整
subagent-run-registration	1	完整		完整
subagent-target-authorization	1	完整		完整
suspended-process-reaper	1	完整		完整
symlink-escape-protection	1	完整		完整
sync-policy	1	完整		完整
synthetic-provider-catalog	1	完整		完整
system-heartbeat-presence-rpc	1	完整		完整
system-presence-registry	1	完整		完整
system-prompt-composer	1	完整		完整
system-prompt-observability	1	完整		完整
system-prompt-runtime-params	1	完整		完整
tailnet-address-discovery	1	完整		完整
tailnet-identity-resolution	1	完整		完整
tailscale-exposure-runtime	1	完整		完整
tailscale-funnel-automation	1	完整		完整
tailscale-verified-access	1	完整		完整
talk-api-key-resolution	1	完整		完整
talk-mode-rpc	1	完整		完整
target-resolution-error-contract	1	完整		完整
telegram-access-policy-gating	1	完整		完整
telegram-account-resolution	1	完整		完整
telegram-action-tooling	1	完整		完整
telegram-allowed-updates-resolution	1	完整		完整
telegram-api-error-logging	1	完整		完整
telegram-bot-helper-utils	1	完整		完整
telegram-bot-runtime-entry	1	完整		完整
telegram-bot-type-contracts	1	部分	docs/backend-trace/files/src/telegram/bot.ts.md	完整
telegram-caption-splitting	1	完整		完整
telegram-config-contract	1	完整		完整
telegram-connectivity-probe	1	完整		完整
telegram-custom-command-normalization	1	完整		完整
telegram-draft-stream-chunk-policy	1	完整		完整
telegram-draft-stream-runtime	1	完整		完整
telegram-fetch-resolver	1	完整		完整
telegram-file-download-client	1	完整		完整
telegram-group-id-migration	1	完整		完整
telegram-group-membership-audit	1	完整		完整
telegram-handler-registration	1	完整		完整
telegram-inline-button-policy	1	完整		完整
telegram-markdown-formatting	1	完整		完整
telegram-message-action-adapter	1	完整		完整
telegram-message-context-builder	1	完整		完整
telegram-message-dispatcher	1	完整		完整
telegram-message-processor-factory	1	完整		完整
telegram-model-selection-buttons	1	完整		完整
telegram-module-public-entry	1	部分	docs/backend-trace/files/src/telegram/monitor.ts.md	完整
telegram-native-command-system	1	完整		完整
telegram-network-error-classification	1	完整		完整
telegram-network-family-decision	1	完整		完整
telegram-onboarding-adapter	1	完整		完整
telegram-outbound-adapter	1	完整		完整
telegram-polling-offset-persistence	1	完整		完整
telegram-provider-monitor	1	完整		完整
telegram-proxy-fetch-wrapper	1	完整		完整
telegram-reaction-level-policy	1	完整		完整
telegram-reply-delivery-pipeline	1	完整		完整
telegram-send-core	1	完整		完整
telegram-sent-message-cache	1	完整		完整
telegram-status-audit	1	完整		完整
telegram-sticker-cache-and-describe	1	完整		完整
telegram-target-normalization	1	完整		完整
telegram-target-parser	1	完整		完整
telegram-token-resolution	1	完整		完整
telegram-update-deduplication	1	完整		完整
telegram-voice-send-policy	1	完整		完整
telegram-webhook-management-apis	1	完整		完整
telegram-webhook-runtime	1	完整		完整
template-dir-cache	1	完整		完整
template-render-and-transform	1	完整		完整
template-seeding	1	完整		完整
terminal-input-normalization	1	完整		完整
terminal-output-sanitization	1	完整		完整
terminal-protocol-compatibility	1	完整		完整
test-double-core-tools	1	完整		完整
test-double-fast-tools	1	完整		完整
thinking-level-fallback	1	完整		完整
thought-signature-sanitization	1	完整		完整
threading-auto-reply-mode	1	完整		完整
threads-pins-reactions-search	1	完整		完整
timeout-normalization	1	完整		完整
timestamp-normalization	1	完整		完整
timezone-aware-prompting	1	完整		完整
tls-fingerprint	1	完整		完整
tls-fingerprint-normalization	1	完整		完整
together-model-catalog	1	完整		完整
token-budget-pruning	1	完整		完整
token-metrics-derivation	1	完整		完整
tool-adapter	1	完整		完整
tool-adapter-layer	1	完整		完整
tool-call-id-normalization	1	完整		完整
tool-call-normalization	1	完整		完整
tool-call-result-consistency	1	完整		完整
tool-call-ux-formatting	1	完整		完整
tool-cancellation	1	完整		完整
tool-choice-enforcement	1	完整		完整
tool-common-primitives	1	完整		完整
tool-compat	1	完整		完整
tool-contract	1	完整		完整
tool-contract-hardening	1	完整		完整
tool-display-config-driven	1	完整		完整
tool-error-extraction	1	完整		完整
tool-error-normalization	1	完整		完整
tool-event-recipient-routing	1	完整		完整
tool-exports-bash	1	完整		完整
tool-failure-context-preservation	1	完整		完整
tool-gateway-client-normalization	1	完整		完整
tool-governance	1	完整		完整
tool-hooks	1	完整		完整
tool-image-sanitization	1	完整		完整
tool-log-redaction	1	完整		完整
tool-meta-inline-output	1	完整		完整
tool-observability	1	完整		完整
tool-parameter-validation	2	完整		完整
tool-policy	1	完整		完整
tool-policy-conformance-snapshot	1	完整		完整
tool-policy-diagnostics	1	完整		完整
tool-policy-enforcement	1	完整		完整
tool-policy-merge	1	完整		完整
tool-prunable-matcher	1	完整		完整
tool-result-pairing-guard	1	完整		完整
tool-result-pairing-repair	1	完整		完整
tool-result-persistence-hooks	1	完整		完整
tool-result-sanitization	1	完整		完整
tool-result-size-guard	1	完整		完整
tool-result-standardization	1	完整		完整
tool-routing	1	完整		完整
tool-runtime-integration	1	完整		完整
tool-schema-budget-tracking	1	完整		完整
tool-schema-sanitization	1	完整		完整
tool-schema-sanitization-gemini	1	完整		完整
tool-send-action-routing	1	完整		完整
tool-streaming	1	完整		完整
tool-summary-map	1	完整		完整
tooling-contract-instruction	1	完整		完整
tools	3	完整		完整
tools-config-contract	1	完整		完整
top-level-config-contract	1	完整		完整
transcript-derived-telemetry	1	完整		完整
transcript-ingest	1	完整		完整
transcript-integrity	1	完整		完整
transcript-mirroring-after-delivery	1	完整		完整
transcript-preflight-cleanup	1	完整		完整
transcript-repair	1	完整		完整
transcript-sanitize	1	完整		完整
transcript-tool-pair-integrity	1	完整		完整
transport-readiness-gate	1	完整		完整
trusted-proxy-client-ip	1	完整		完整
trusted-proxy-ip-resolution	1	完整		完整
tts-config-contract	1	完整		完整
tts-control-rpc	1	完整		完整
tts-tooling	1	完整		完整
turn-order-validation	1	完整		完整
turn-validation	1	完整		完整
type-foundation	1	完整		完整
typing-indicator-orchestration	1	完整		完整
ui-assistant-branding	1	完整		完整
ui-snapshot-capture	1	完整		完整
unified-message-tool	1	完整		完整
uniform-port-error-handling	1	完整		完整
update-channel-resolution	1	完整		完整
update-preflight-status-check	1	完整		完整
usage-aggregation	1	完整		完整
usage-and-cost-analytics-rpc	1	完整		完整
usage-fetch-timeout-control	1	完整		完整
usage-fetcher-module-boundary	1	完整		完整
usage-human-readable-report	1	完整		完整
usage-normalization	1	完整		完整
usage-provider-registry	1	完整		完整
usage-public-api-surface	1	完整		完整
usage-stats-tracking	1	完整		完整
usage-summary-snippet	1	完整		完整
usage-telemetry	1	完整		完整
usage-timeout-guard	1	完整		完整
user-facing-error-sanitization	1	完整		完整
user-timezone-format	1	完整		完整
user-timezone-injection	1	完整		完整
vector-extension-loading	1	完整		完整
vector-search	1	完整		完整
vector-similarity	1	完整		完整
venice-model-catalog	1	完整		完整
vision-capability-check	1	完整		完整
vision-model-fallback	1	完整		完整
vision-model-resolution	1	完整		完整
voice-transcript-agent-run	1	完整		完整
voicewake-config-rpc	1	完整		完整
voicewake-settings-store	1	完整		完整
voicewake-trigger-normalization	1	完整		完整
voyage-embedding-batch-execution	1	完整		完整
voyage-embedding-provider-adapter	1	完整		完整
watcher-debounce-and-ignore	1	完整		完整
watcher-debounce-control	1	完整		完整
web-channel-public-entry	1	部分	docs/backend-trace/files/src/gateway/server-ws-runtime.ts.md	完整
web-content-extraction	1	完整		完整
web-fetch-tool-runtime	1	完整		完整
web-login-rpc	1	完整		完整
web-search-tool-runtime	1	完整		完整
web-tool-shared-primitives	1	完整		完整
web-tools-module-facade	1	完整		完整
webchat-rpc-runtime	1	完整		完整
whatsapp-action-routing	1	完整		完整
whatsapp-config-contract	1	完整		完整
whatsapp-heartbeat-target-resolution	1	完整		完整
whatsapp-login-agent-tool	1	完整		完整
whatsapp-onboarding-adapter	1	完整		完整
whatsapp-outbound-adapter	1	完整		完整
whatsapp-provider-validation	1	完整		完整
whatsapp-reaction-tooling	1	完整		完整
whatsapp-status-audit	1	完整		完整
whatsapp-target-normalization	1	完整		完整
wide-area-dns-zone-management	1	完整		完整
widearea-tailnet-fallback	1	完整		完整
wildcard-policy-matching	1	完整		完整
wizard-protocol-schemas	1	完整		完整
wizard-session-rpc	1	完整		完整
wizard-session-tracking	1	完整		完整
workspace-bootstrap-management	1	完整		完整
workspace-fallback-policy	1	完整		完整
workspace-first-docs-resolution	1	完整		完整
workspace-isolation	1	完整		完整
workspace-path-safety	1	完整		完整
workspace-routing	1	完整		完整
workspace-template-discovery	1	完整		完整
ws-client-state-contract	1	完整		完整
ws-close-reason-safety	1	完整		完整
ws-connection-lifecycle	1	完整		完整
ws-handshake-authz	1	完整		完整
ws-handshake-timeout	1	完整		完整
ws-log-style-control	1	完整		完整
ws-observability	1	完整		完整
ws-payload-normalization	1	完整		完整
ws-rpc-dispatch	1	完整		完整
ws-runtime-wiring	1	完整		完整
ws-upgrade-routing	1	完整		完整
wsl-runtime-detection	1	完整		完整
zai-usage-fetcher	1	完整		完整
